Contador,Sitio,Número Catalogo,Región,Departamento,Municipio,Vereda,Latitud,Longitud,Altitud,Héctareas valor mayor,Héctareas valor menor,Plancha,Escala,Contextos,Descripción,Restos Fauna,Restos Oseos,Restos Botánicos,Analisis de Suelos,Polen,Cerámica,Líticos,Tipos cerámicos,Referencia,Multicomponente
487,Santa Cecilia-Yacimiento 8,,Magdalena medio,,,,5.95824213,-74.44740284,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Serna & Mejía 1994,FALSE
488,Santa Rosa-PK 1+750,,Valles alto Calima y alto y medio del Cauca,,,,4.891,-75.660,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Bernal, 1997",FALSE
489,Santa Rosa-PK 2+560,,Valles alto Calima y alto y medio del Cauca,,,,4.891,-75.660,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Bernal, 1997",FALSE
490,Santa Rosa-PK 2+706,,Valles alto Calima y alto y medio del Cauca,,,,4.891,-75.660,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Bernal, 1997",FALSE
491,Támesis-Yacimiento 19,,Macizo Antioqueño,Antioquia,,,5.68793304,-75.68729166,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Martínez, 1997",FALSE
492,Tierralta-Yacimiento 10,,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,8.180,-76.070,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Nieto & Espinosa 1995,FALSE
493,Torre 209,,,,,,,,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"López; Nieto & Correcha 1994;  López, 1994",FALSE
494,Torre 75,,Magdalena medio,,,,4.520,-74.81000,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,López; Nieto & Correcha 1994,FALSE
495,Turbo-Yacimiento 06,,"Uraba, alto Sinú",,,,8.110,-76.710,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Nieto & Espinosa 1995,FALSE
497,Valle de Aburrá 98,,Macizo Antioqueño,,,,6.168474409,-75.64408626,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Piazzini 1993, Castillo, 1992; Castillo, 1995",FALSE
498,El Ranchito,,Macizo Antioqueño,,,,6.180,-75.640,0,0,0,,,,V. A. 097 Sondeo 1.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Piazzini 1993; Castillo, 1992",FALSE
499,La Guayabala,,Macizo Antioqueño,,,,6.270,-75.580,0,0,0,,,,V.A 041,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Piazzini 1993; Castillo, 1992; Bermudez,1995",FALSE
500,Villa Lucero-Yacimiento 12,,Macizo Antioqueño,,,,6.53698880,-75.08425749,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Santos, 1996",FALSE
501,Yolombó-Yacimiento 16A,,Macizo Antioqueño,,,,6.56243710,-74.96542651,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,CISH 1996,FALSE
502,Soacha,,Altiplano Cundiboyacense,,,,,,0,0,0,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,"Botiva 1988; Rodríguez 1987; 1988; Polanco, Herazo & Rodríguez 1990; Reichel-Dolmatoff, 1943",FALSE
503,Lucerna,,Valles alto Calima y alto y medio del Cauca,,,,,,0,0,0,,,Habitación; Tumba,Bugalagrande hacienda Lucerna.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Salgado, 1997",FALSE
504,Buenavista (Boyacá?),,,,,,,,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Botiva, 1989",FALSE
505,Miguel Guiza,,,,,,,,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Lleras 1988,FALSE
506,Sabana Alta,,,,,,,,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Lleras 1988,FALSE
507,Retiro,,,,,,,,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Lleras 1988,FALSE
508,Los Litigios,,,,,,,,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Lleras 1988,FALSE
509,Cueva del Indio,,,,,,,,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Lleras 1988,FALSE
510,Cueva de las Flores,,,,,,,,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Lleras 1988,FALSE
511,Buenavista (Santander),,Montaña Santandereana,,,,,,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Lleras 1988,FALSE
512,La Aldea,,Magdalena medio,Tolima,Chaparral,La Aldea,,,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Cerámica Buga,Rodríguez 1991,FALSE
513,Galindo I,,Altiplano Cundiboyacense,Cundinamarca,,,,,0,0,0,,,,Además se encontro cerámica Muisca -Guatavita Desgrasante Tiestos y Funza Laminar Duro. Para el periodo reciente se tiene Raquira Desgrasante Arrastrado y Chocontá Vidriado.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Mosquera Rojo Triturada; Mosquera Rojo Inciso; Zipaquirá Desgrasante de Tiestos, para Herera; Tunjuelito Cuarzo Fino; Guatavita Desgrasante Gris.",Pinto 2003:47,TRUE
514,Catanga,S65,Tierras bajas orientales,Casanare,,,5.151509,-72.256703,0,0,0,,,,",",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,"Mora, 1988; Vargas, 2017",FALSE
515,La llorona,,Tierras bajas orientales,Casanare,,,4.536623653,-74.27739769,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Vargas, 2017",FALSE
516,El Pensil,,Tierras bajas orientales,Casanare,,,5.10043,-72.16201,0,0,0,,,,"5°10'04.3""N 72°16'20.1""W",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,"Vargas, 2017",FALSE
518,El Arenal,,Tierras bajas orientales,Casanare,,,5.161974,-72.255240,0,0,0,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,"Vargas, 2017",FALSE
519,Corinto,,Tierras bajas orientales,Casanare,,,5.167859,-72.272240,0,0,0,,,,"5.167859, -72.272240",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Vargas, 2017",FALSE
520,Telodiran,,Tierras bajas orientales,Casanare,,,5.132852,-72.198258,0,0,0,,,,"5.132852, -72.198258",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,"Vargas, 2017",FALSE
