Contador,Sitio,Número Catalogo,Región,Departamento,Municipio,Vereda,Latitud,Longitud,Altitud,Héctareas valor mayor,Héctareas valor menor,Plancha,Escala,Contextos,Descripción,Restos Fauna,Restos Oseos,Restos Botánicos,Analisis de Suelos,Polen,Cerámica,Líticos,Tipos cerámicos,Referencia,Multicomponente
205,Las Mercedes,204,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Reichel-Dolmatoff, 1965: 122-30 en Stuiver 1969",FALSE
206,Las Palmas 1,205,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,8.747911303,-74.99829436,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Plazas, et al. 1993; Plazas, et al. 1979; Plazas et al., 1981:14,98",FALSE
207,Limoncito,206,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,8.6056138,-74.960072,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Plazas, et al. 1993; Plazas; Falchetti; Sáenz & Archila 1993",FALSE
208,Llanadas,207,Alto Magdalena,,,,,,,,,,,Tumbas,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Ordoñez, 1995",FALSE
209,LLano Los Gallos,208,Montaña Santandereana,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Uribe, 1990",FALSE
210,Loma de López,209,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,10.78047203,-74.26606433,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Angulo, 1978; Archila 1993.",FALSE
211,Loreto Yacu,210,Tierras bajas orientales,Amazonas,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Bolian, 1972",FALSE
213,Los Jagueyes,212,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Angulo, 1978",FALSE
214,Los Santos,213,Montaña Santandereana,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sutherland, 1971",FALSE
215,Los Santos-Los Teres,214,Montaña Santandereana,,,,6.730,-73.130,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Cadavid, 1984",FALSE
216,Los Solares,215,Altiplano Cundiboyacense,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Uribe, 1990",FALSE
217,Lusitania,216,Valles alto Calima y alto y medio del Cauca,,,,3.86832,-76.4665527,,,,,,,En el catalogo de Erigaie aparece como Valle del Dorado,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Monsalve 1985; Herrera et al. 1987;1992:,FALSE
218,Lusitania,217,Valles alto Calima y alto y medio del Cauca,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Monsalve, 1985; Uribe, 1990",FALSE
219,Maceo Torre,218,Macizo Antioqueño,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Mejía, et al. 1992 en Piazzini 1994",FALSE
220,Maina,219,Costa Pacífica,,,,1.9931,-78.631583,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Patiño, 1989; 1991",FALSE
221,Malagana,220,Valles alto Calima y alto y medio del Cauca,Valle del Cauca,,,3.487001262,-76.35342885,,,,,,,"De este sitio proviene una colección ofebre que da pie a un ""nuevo"" cacicazgos.",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,"Botiva, & Forero, 1991;  Herrera, Cardale & Bray, 1994; Herrera, Cardale & Rodríguez, 1994; Cardale & Herrera 1994; Archila 1996; Bray;  Herrera & Cardalel 1998;",FALSE
222,Malambo,221,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,10.8597475,-74.77687409,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Angulo, 1962; 1981; 1995:28; Archila 1991",FALSE
223,María Jacinta,222,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,10.64979975,-75.17253093,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Angulo, 1983; Archila 1991",FALSE
224,Maridíaz,223,Macizo Andino del sur,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Cárdenas, 1992",FALSE
225,Marín,224,Altiplano Cundiboyacense,,,,,,2600,,,,,Habitación; funerario,"Restos fauna: Odocoileus s.p; Cunica  taczanowskii; Tayassu pecari, Cavia porcellus; Didelphis albiventris; caracoles - Plekocheilus sp.; Drymaeus gartus. Cultivos Phaseolus vulgaris; Cucurvita sp.",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,"Boada, 1984; 1987;1988; 1998; Boada et al, 1989; Boada et al, 1989a.",FALSE
226,Marta,225,"Uraba, alto Sinú",,,,9.467892409,-75.61135767,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Santos,  & Ortíz, 1986; Van Zweden 1986; 1994; Archila 1993",FALSE
227,Marusa,226,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE
228,Mataje,227,Costa Pacífica,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Reichel-Dolmatoff, 1986",FALSE
230,Mazo-Tiestero 1,229,Valles alto Calima y alto y medio del Cauca,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Santos, 1994; Bermudez,1995",FALSE
231,Mesita,230,Alto Magdalena,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Reichel-Dolmatoff, 1972",FALSE
232,Mesita A,231,Alto Magdalena,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Duque, & Cubillos, 1983",FALSE
233,Mesita B,232,Alto Magdalena,,,,1.886563628,-76.30171256,,,,,,Tumba,Estructuras funerarias con estatuaria.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,"Duque, 1964; Duque & Cubillos, 1988; Reichel-Dolmatoff, 1972; Duque & Cubillos, 1983.",FALSE
234,Mesita C,233,Alto Magdalena,,,,1.883985742,-76.30009609,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Cubillos 1978; 1980,FALSE
235,Mina de Oro,234,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Bischof, 1969",FALSE
236,Minguimalo,235,Costa Pacífica,,,,4.801850123,-76.87449133,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Reichel-Dolmatoff  & Dussan, 1962",FALSE
237,Miraflores 1,236,Macizo Andino del sur,,,,0.890,-77.670,,,,,,,"En el Catalogo de Erigaie no se diferencoas Miraflores 1 de Mioraflores 2. La fecha IAN 23, aprece en el catalogo de Eriagia como de Pupiales, pero en este esta como de Miraflores.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Correal, 1977-78; Uribe 1977-1978; Plazas 1977-1978; Cardale 1977-1978; Perdomo, et al. 1974",FALSE
238,Miraflores 2,237,Macizo Andino del sur,,,,0.89000,-77.61000,,,,,,,En el Catalogo de Erigaie no se diferencoas Miraflores 1 de Mioraflores 2.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Correal, 1977-78; Uribe 1977-1978; Plazas 1977-1978; Cardale 1977-1978; Perdomo, et al. 1974.",FALSE
239,Momil,238,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,9.2274472,-75.672861,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Reichel-Dolmatoff, 1957; 1974; 1986; Archila 1993; Reichel-Dolmatoff, & Dussan 1956; 1974; Foster & Lathrap 1975",FALSE
240,Monsú,239,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,10.17995481,-75.45837908,,,,,,Habitación,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Reichel-Dolmatoff, 1985; 1986;  Angulo, 1995; Rodríguez 1988; Wippern 1987; Archila 1991 y Oyuela 1993.",FALSE
241,Montañitas,240,Valles alto Calima y alto y medio del Cauca,,,,3.667627699,-76.54855362,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Bray, et al. 1981; Bray 1981;  Gahwiler, 1988; 1989.",FALSE
242,Montecito,241,Valles alto Calima y alto y medio del Cauca,,,,,,,,,,,Habitación,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Gahwiler, 1989",FALSE
243,Moralba,242,Valles alto Calima y alto y medio del Cauca,,,,,,,,,,,Basurero,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Bray, & Moseley 1970",FALSE
244,Morelia,243,Alto Magdalena,,,,2.058358,-76.0965,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Llanos, 1987;1988;",FALSE
245,Muelle Viejo,244,Costa Pacífica,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Casas, 1991",FALSE
246,Nahuange I,245,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Bray 1995,FALSE
247,Negritos 5,246,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,8.61447,-75.03457,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Plazas, et al. 1993; Plazas, Falchetti; Sáenz & Archila 1993;",FALSE
248,Nemocón,247,Altiplano Cundiboyacense,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Cardale, 1976; Cardale, 1981.",FALSE
249,Nemocón 4,248,Altiplano Cundiboyacense,Cundinamarca,Nemocón,,5°4´,73°53,,,,,,Habitación,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,"Correal, 1979",FALSE
250,Neusa,249,Altiplano Cundiboyacense,,,,5.177063172,-73.97900598,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Rivera, 1992",FALSE
251,Nuevo Colón,250,Altiplano Cundiboyacense,Boyacá,,,5.330,-73.480,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Lleras, 1986; 1989",FALSE
252,Nuevo Río Claro,251,Valles alto Calima y alto y medio del Cauca,Cladas,,,4.99645,-75.5546472,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Herrera, & Moreno, 1988; 1990;",FALSE
253,Ocache,252,Valles alto Calima y alto y medio del Cauca,,,,3.704315836,-76.50744196,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Gahwiler, 1983",FALSE
254,Oiba San Lorenzo,253,Montaña Santandereana,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sutherland, 1971",FALSE
255,Ordoñez I,254,Costa Pacífica,Valle,Calima,,4.077442304,-77.05534122,50,,,,,Habitación,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Salgado, & Stemper, 1995; Romero 1994, 1996",FALSE
256,PAB II,255,Altiplano Cundiboyacense,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Herrera, et al. 1992",FALSE
257,Palestina 2,256,Costa Pacífica,Antioquia,Yondó,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Lopéz, 1989;",FALSE
258,Palestina,257,Magdalena medio,Chocó,,,4.166424869,-77.13963866,25,,,,,Habitación,"En el catalogo de Erigaie los sitios de Palestina se encuentran divididos en Palestina I, II, III, IV, V, sin embargo las  cooredenadas simepre son las mismas. Parece obdecer los números a sondeos en un mismo sitio y no a sitios diferentes. Gaspar Morcote coloca los resto paleobotánicos como pertenecientes a Palestina I.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Salgado, & Stemper, 1991;  Romero 1995; 1996",FALSE
259,Palestina I,258,Costa Pacífica,,,,4.166424869,-77.13963866,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Salgado, & Stemper, 1991; Romero 1994, 1996",FALSE
260,Palestina II,259,Costa Pacífica,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE
262,Palmar,260,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,10.600,-75.120,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Angulo, 1983; Archila 1991.",FALSE
263,Palmas,261,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE
264,Palmaseca,262,Valles alto Calima y alto y medio del Cauca,,,,,,,,,,,Tumba,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Bray, & Moseley, 1970;Cubillos, 1984:289",FALSE
265,Palmira,263,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,10.98,-74.31,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Angulo, 1978",FALSE
266,Palogordo,264,Montaña Santandereana,,,,6.73306,-73.213083,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Lleras, 1986; Lleras, &  Vargas, 1990:129",FALSE
267,Papayo,265,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,8.659669545,-75.03823308,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Plazas, et al. 1993",FALSE
268,Parámo de Peña Negra,266,Altiplano Cundiboyacense,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Herrera, et al. 1992",FALSE
269,Pavitas,267,Valles alto Calima y alto y medio del Cauca,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Gahwiler, 1988",FALSE
270,Pazu 1,268,"Uraba, alto Sinú",,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE
271,Peña Roja,269,Tierras bajas orientales,Amazonas,Araracuara,,-0.659157,-72.083538,200,,,,,"Habitación, taller",",-72.408516",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,"Cavelier, et al.1995; Gnecco & Mora 1997; Morcote 1994; Llanos, J. M. 1995; 1997; Piperno & Pearsal 1998; Mora 2001; Mora & Gnecco 2003",TRUE
272,Peñitas,270,Altiplano Cundiboyacense,Boyacá,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Boada, et al. 1989",FALSE
273,Peñones de Bogotá,271,Magdalena medio,,,,6.399353378,-74.41046746,,,,,,,Transición de cazadores recolectores a agrícultores.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"López, 1990, 1992; López, & Botero, 1993",FALSE
274,Piedra Pintada,272,Altiplano Cundiboyacense,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Becerra, 1985",FALSE
275,Pikotsutsikchk,273,Alto Magdalena,Cauca,Silvia,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Urdaneta, 1991",FALSE
276,Pimienta 5,274,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,8.664170712,-75.04578466,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,"Plazas, et al. 1993; Plazas; Falchetti; van der Hammen &  Botero 1992",FALSE
277,Pisba,275,Altiplano Cundiboyacense,,,,6.010,-72.660,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Cárdenas, 1994",FALSE
278,Porta Alegre,276,Altiplano Cundiboyacense,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Therrien & Enciso, 1991",FALSE
280,Pto Caldas,279,Tierras bajas orientales,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Morey, 1975",FALSE
281,Pubenza,280,Altiplano Cundiboyacense,,,,4.440,-74.660,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Van der Hammen, 1986; Cardale, 1976",FALSE
282,Pubenza,281,Magdalena medio,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE
283,Puerto Arturo,282,Tierras bajas orientales,Caqueta,,,-0.56097,-72.408516,,,,,,Habitación,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,"Herrera, et al. 1989;  Cavelier, et al. 1990; Mora 2001",FALSE
284,Puerto Berrio,283,Magdalena medio,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"López, en prensa",FALSE
285,Puerto Caldas,284,Tierras bajas orientales,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Morey, 1975",FALSE
286,Puerto Chacho,285,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,10.250,-75.320,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Legros, 1990; 1992 :Rodríguez 1988; Archila 1991; Oyuela 1993; Arevalo & Maldonado 1990.",FALSE
287,Puerto Hormiga,286,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,10.8,-75.29,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,"Reichel-Dolmatoff, 1965; 1972;  Angulo, 1995",FALSE
288,Puerto Nuevo,287,Tierras bajas orientales,Meta,,,2.23,-73.7,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"López, 1993",FALSE
289,Purilia,288,Valles alto Calima y alto y medio del Cauca,,,,3.653274227,-76.59172002,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Gähwiler-Walder, 1988",FALSE
290,Purutal,289,Alto Magdalena,,,,1.908322356,-76.32655172,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Cubillos,1986",FALSE
291,Quebrada Mulas,290,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Botiva, et al. 1991",FALSE
292,Quebraditas,291,Altiplano Cundiboyacense,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Garcia, & Gutierrez, 1985",FALSE
293,Quinchana,292,Alto Magdalena,,,,,,,,,,,Habitación,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Llanos, & Durán, 1983",FALSE
298,Rancho Grande,297,Valles alto Calima y alto y medio del Cauca,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Gahwiler, 1988",FALSE
299,Río Munquidó,298,Valles alto Calima y alto y medio del Cauca,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Herrera, et al. 1982-83",FALSE
300,Rotinet,299,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,10.52297,-75.06338,,,,,,,En el catalogo de Eriagia aparece como  Guájaro-Rotinet,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Angulo,1986; 1988; 1995; Rodríguez 1988; Archila 1991; Oyuela 1993.",FALSE
301,Sachamate,300,Valles alto Calima y alto y medio del Cauca,,,,,,,,,,,,En el catalogo de Erigaie aparece solo como Sitio V-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Cubillos, 1984",FALSE
302,Sahagún-Colomboy,301,Magdalena medio,Córdoba,Sahagún,,8.920,-75.430,,,,,,,En el catalogo del Erigaie sale sin el Sahagún.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Botiva, et al. 1994",FALSE
303,Salcedo I,302,Altiplano Cundiboyacense,,,,4.538669793,-74.6129106,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mosquera Rojo Inciso, Mosquera Roca Triturada","Peña, 1991",FALSE
304,Samaria,303,Valles alto Calima y alto y medio del Cauca,,,,,,,,,,,Tumba,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Salgado, 1993",FALSE
305,San Antonio,304,Valles alto Calima y alto y medio del Cauca,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Blanco, 1993",FALSE
306,San Isidro,305,Valles alto Calima y alto y medio del Cauca,Depto Cauca,Morales,,,,1690,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,Gnecco & Bravo 1994; Gnecco & Mora 1997,FALSE
308,San Jacinto 2,307,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,9.830,-75.110,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Oyuela, 1993; 1987; Oyuela & Rodríguez 1995; Archila 1993; Legros; Rodríguez & Pauly 1988",FALSE
309,San Jacinto I,308,Llanuras del Caribe cuencas bajas Sinú y San Jorge,Bolívar,San Jacinto,,9.836563815,-75.07906321,,,,,,,"Para la información paleobotánica del sitio ver  Bonzani, 1998.",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,"Oyuela, 1993; 1987; Oyuela & Rodríguez 1995; Archila 1993; Legros; Rodríguez & Pauly 1988;  Bonzani, 1998:26",FALSE
310,San José del Nus,309,Macizo Antioqueño,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Mejía, et al. 1992; Piazzini 1994",FALSE
311,San Juan,310,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,,,10.63979581,-75.1899476,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Angulo, 1983",FALSE
312,San Juan de Bedout,311,Magdalena medio,Antioquia,Puerto Berrío,,6.605764216,-74.44550506,,,,,,,"En el catalogo de Erigaie se diferencias San Juan de Bedout 1 y 4, pero los dos quedan en el mismo sitio según las coordenadas, así que suponemos que se trata de diferentes sondeos en un mismo sitio.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Artefactos líticos y desechos de talla en cuarzo y Chert. Raspadores plano convexos.,"Lopéz, 1989, 1998",FALSE
313,San Luis,312,Costa Pacífica,,,,3.930011,-76.776961,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Rodríguez, 1988",FALSE
314,San Pedro,313,"Uraba, alto Sinú",,,,8.5113333,-74.91393055,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Plazas, et al. 1993",FALSE
315,Santa Helena,314,Macizo Antioqueño,,,,,,,,,,,,En las tablas de la fundación sale como  El Carmelo.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE, Marrón Inciso.,"Santos, 1994",FALSE
316,Santa Rosa VP1226,315,Alto Magdalena,,,,2.190,-76.080,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Drennan, 1993",FALSE
317,Santa Rosa - Herrera,316,Magdalena medio,,,,3.39072,-75.88225,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Rodríguez, 1990",FALSE
318,Santa Sofia,317,Tierras bajas orientales,Amazonas,,,-3.92117,-70.16617,,,,,,,Sitio 14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Bolian, 1972",FALSE
320,Santiago,319,Alto Magdalena,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Urdaneta, 1988",FALSE
321,Santo Domingo Buenavista,320,Altiplano Cundiboyacense,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Falchett, 1979; Reichel-Dolmatoff 1986:178",FALSE
322,Sauzalito,321,Valles alto Calima y alto y medio del Cauca,,,,3.940,-76.520,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Bray, et al. 1988",FALSE
323,Segovia,322,Alto Magdalena,Cauca,,,,,,,,,,Tumba,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Uribe, 1990",FALSE
324,Simijaca,323,Altiplano Cundiboyacense,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Uribe, 1990",FALSE
325,Siquianeca,324,Altiplano Cundiboyacense,,,,5.58000,-73.48000,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Boada 1987; 1991;  Boada et al. 1988, 1989",FALSE
326,Sismógrafo,325,Magdalena medio,,,,5.574033726,-74.89225446,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Cavelier, et al.1995",FALSE
327,Soatá,326,Altiplano Cundiboyacense,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Pérez, 1990",FALSE
328,Socotá (?),327,Altiplano Cundiboyacense,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Cárdenas, 1994",FALSE
329,Sopetrán,328,Macizo Antioqueño,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Castillo, 1988",FALSE
330,Sueva I,329,Altiplano Cundiboyacense,,,,4.80550,-73.76604,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Correal, 1979",FALSE
331,T-LP-1,330,Valles alto Calima y alto y medio del Cauca,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Bruhns, 1995",FALSE
332,Tajumbina,331,Macizo Andino del sur,Nariño,La Cruz,Tajumbina,1.572246371,-76.94252995,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Cadavid & Ordoñez,1989; Cadavid, 1993",FALSE
333,Tañik,332,Alto Magdalena,Cauca,Silvia,,2.63952,-76.342761,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Urdaneta, 1991",FALSE
334,Tapias I,333,Altiplano Cundiboyacense,Boyacá,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Boada, et al. 1989",FALSE
335,Tequendama,334,Altiplano Cundiboyacense,Cundinamarca,Soacha,,4.320642,-74.163247,,,,,,"Habitación, funerario",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,"Correal, 1973",FALSE
