"Sitio",Región,Referencia,Latitud,Longitud,Cacicazgos,Formativo,Colonial,Paleoindio,Republicano,Total,Fechas
"Altamira y la Plata, T77","","Suaza Español, María Angélica; Álvarez Sánchez, Yenny Andrea y Jorge Alberto Alarcón Guevara, 2018",2.363642,-75.855394,0,0,0,0,0,0,
"Altamira y la Plata, T78","","Suaza Español, María Angélica; Álvarez Sánchez, Yenny Andrea y Jorge Alberto Alarcón Guevara, 2018",2.365211,-75.857853,0,0,0,0,0,0,
"Altamira y la Plata, T79","","Suaza Español, María Angélica; Álvarez Sánchez, Yenny Andrea y Jorge Alberto Alarcón Guevara, 2018",2.366878,-75.860131,0,0,0,0,0,0,
"Altamira y la Plata, T80","","Suaza Español, María Angélica; Álvarez Sánchez, Yenny Andrea y Jorge Alberto Alarcón Guevara, 2018",2.370142,-75.865531,0,0,0,0,0,0,
"Altamira y la Plata, T81","","Suaza Español, María Angélica; Álvarez Sánchez, Yenny Andrea y Jorge Alberto Alarcón Guevara, 2018",2.371403,-75.867772,0,0,0,0,0,0,
"Altamira y la Plata, T84","","Suaza Español, María Angélica; Álvarez Sánchez, Yenny Andrea y Jorge Alberto Alarcón Guevara, 2018",2.375175,-75.874575,0,0,0,0,0,0,
"Altamira y la Plata,  T85","","Suaza Español, María Angélica; Álvarez Sánchez, Yenny Andrea y Jorge Alberto Alarcón Guevara, 2018",2.376689,-75.876719,0,0,0,0,0,0,
"Altamira y la Plata, T86","","Suaza Español, María Angélica; Álvarez Sánchez, Yenny Andrea y Jorge Alberto Alarcón Guevara, 2018",2.378842,-75.879889,0,0,0,0,0,0,
"Altamira y la Plata, T87","","Suaza Español, María Angélica; Álvarez Sánchez, Yenny Andrea y Jorge Alberto Alarcón Guevara, 2018",2.379456,-75.880397,0,0,0,0,0,0,
"El Sireno, UMP1","","Piazzini Suárez, Carlo Emilio, 2017",6.393108,-76.255836,0,0,0,0,0,0,
"El Sireno, UMP2","","Piazzini Suárez, Carlo Emilio, 2017",6.393333,-76.255,0,0,0,0,0,0,
"El Sireno, UMP3","","Piazzini Suárez, Carlo Emilio, 2017",6.393889,-76.256111,0,0,0,0,0,0,
"El Sireno, UMP4","","Piazzini Suárez, Carlo Emilio, 2017",6.396111,-76.255556,0,0,0,0,0,0,
"El Sireno, UMP5","","Piazzini Suárez, Carlo Emilio, 2017",6.396667,-76.254722,0,0,0,0,0,0,
"El Sireno, UMP6","","Piazzini Suárez, Carlo Emilio, 2017",6.392678,-76.251906,0,0,0,0,0,0,
"El Sireno, UMP7","","Piazzini Suárez, Carlo Emilio, 2017",6.393056,-76.252778,0,0,0,0,0,0,
"El Sireno, UMP8","","Piazzini Suárez, Carlo Emilio, 2017",6.392222,-76.253333,0,0,0,0,0,0,
"El Sireno, UMP10","","Piazzini Suárez, Carlo Emilio, 2017",6.391944,-76.2525,0,0,0,0,0,0,
"El Sireno, UMP11","","Piazzini Suárez, Carlo Emilio, 2017",6.393056,-76.251667,0,0,0,0,0,0,
"El Sireno, UMP12","","Piazzini Suárez, Carlo Emilio, 2017",6.391389,-76.253333,0,0,0,0,0,0,
"El Sireno, UMP13","","Piazzini Suárez, Carlo Emilio, 2017",6.393044,-76.249708,0,0,0,0,0,0,
"El Sireno, UMP14","","Piazzini Suárez, Carlo Emilio, 2017",6.392122,-76.250378,0,0,0,0,0,0,
"El Sireno, UMP15","","Piazzini Suárez, Carlo Emilio, 2017",6.390536,-76.253644,0,0,0,0,0,0,
"El Sireno, UMP18","","Piazzini Suárez, Carlo Emilio, 2017",6.398547,-76.263744,0,0,0,0,0,0,
"El Sireno, UMP19","","Piazzini Suárez, Carlo Emilio, 2017",6.397139,-76.265536,0,0,0,0,0,0,
"El Sireno, UMP20","","Piazzini Suárez, Carlo Emilio, 2017",6.397308,-76.263883,0,0,0,0,0,0,
"El Sireno, UMP21","","Piazzini Suárez, Carlo Emilio, 2017",6.398367,-76.264178,0,0,0,0,0,0,
"El Sireno, UMP22","","Piazzini Suárez, Carlo Emilio, 2017",6.39775,-76.262697,0,0,0,0,0,0,
"El Sireno, UMP23","","Piazzini Suárez, Carlo Emilio, 2017",6.398567,-76.259569,0,0,0,0,0,0,
"El Sireno, UMP24","","Piazzini Suárez, Carlo Emilio, 2017",6.393753,-76.263608,0,0,0,0,0,0,
"El Sireno, UMP25","","Piazzini Suárez, Carlo Emilio, 2017",6.394097,-76.263183,0,0,0,0,0,0,
"El Sireno, UMP26","","Piazzini Suárez, Carlo Emilio, 2017",6.395772,-76.258967,0,0,0,0,0,0,
"El Sireno, UMP27","","Piazzini Suárez, Carlo Emilio, 2017",6.395756,-76.260811,0,0,0,0,0,0,
"El Sireno, UMP28","","Piazzini Suárez, Carlo Emilio, 2017",6.391878,-76.255681,0,0,0,0,0,0,
"El Sireno, UMP29","","Piazzini Suárez, Carlo Emilio, 2017",6.391656,-76.257203,0,0,0,0,0,0,
"El Sireno, UMP30","","Piazzini Suárez, Carlo Emilio, 2017",6.391017,-76.258722,0,0,0,0,0,0,
"El Sireno, UMP33","","Piazzini Suárez, Carlo Emilio, 2017",6.393169,-76.259594,0,0,0,0,0,0,
"El Sireno, UMP34","","Piazzini Suárez, Carlo Emilio, 2017",6.402867,-76.263375,0,0,0,0,0,0,
"El Sireno, UMP35","","Piazzini Suárez, Carlo Emilio, 2017",6.404914,-76.259911,0,0,0,0,0,0,
"El Sireno, UMP36","","Piazzini Suárez, Carlo Emilio, 2017",6.402169,-76.257114,0,0,0,0,0,0,
"El Sireno, UMP37","","Piazzini Suárez, Carlo Emilio, 2017",6.400369,-76.256158,0,0,0,0,0,0,
"El Sireno, UMP39","","Piazzini Suárez, Carlo Emilio, 2017",6.397264,-76.259497,0,0,0,0,0,0,
"El Sireno, UMP40","","Piazzini Suárez, Carlo Emilio, 2017",6.397625,-76.259417,0,0,0,0,0,0,
"El Sireno, UMP41","","Piazzini Suárez, Carlo Emilio, 2017",6.398281,-76.256678,0,0,0,0,0,0,
"El Sireno, UMP42","","Piazzini Suárez, Carlo Emilio, 2017",6.398236,-76.256181,0,0,0,0,0,0,
"El Sireno, UMP43","","Piazzini Suárez, Carlo Emilio, 2017",6.399483,-76.255906,0,0,0,0,0,0,
"El Sireno, UMP44","","Piazzini Suárez, Carlo Emilio, 2017",6.399383,-76.255483,0,0,0,0,0,0,
"El Sireno, UMP45","","Piazzini Suárez, Carlo Emilio, 2017",6.39415,-76.257072,0,0,0,0,0,0,
"El Sireno, UMP46","","Piazzini Suárez, Carlo Emilio, 2017",6.404069,-76.292542,0,0,0,0,0,0,
"El Sireno, UMP48","","Piazzini Suárez, Carlo Emilio, 2017",6.399789,-76.289853,0,0,0,0,0,0,
"El Sireno, UMP49","","Piazzini Suárez, Carlo Emilio, 2017",6.404997,-76.290253,0,0,0,0,0,0,
"El Sireno, UMP51","","Piazzini Suárez, Carlo Emilio, 2017",6.4082,-76.291089,0,0,0,0,0,0,
"El Sireno, UMP53","","Piazzini Suárez, Carlo Emilio, 2017",6.407422,-76.291767,0,0,0,0,0,0,
"El Sireno, UMP54","","Piazzini Suárez, Carlo Emilio, 2017",6.406292,-76.290342,0,0,0,0,0,0,
"El Sireno, UMP55","","Piazzini Suárez, Carlo Emilio, 2017",6.408686,-76.290103,0,0,0,0,0,0,
"El Sireno, UMP56","","Piazzini Suárez, Carlo Emilio, 2017",6.40905,-76.290408,0,0,0,0,0,0,
"El Sireno, UMP57","","Piazzini Suárez, Carlo Emilio, 2017",6.409114,-76.290897,0,0,0,0,0,0,
"El Sireno, UMP58","","Piazzini Suárez, Carlo Emilio, 2017",6.410142,-76.290361,0,0,0,0,0,0,
"El Sireno, UMP59","","Piazzini Suárez, Carlo Emilio, 2017",6.410089,-76.290822,0,0,0,0,0,0,
"El Sireno, UMP60","","Piazzini Suárez, Carlo Emilio, 2017",6.411194,-76.291708,0,0,0,0,0,0,
"El Sireno, UMP62","","Piazzini Suárez, Carlo Emilio, 2017",6.411328,-76.290233,0,0,0,0,0,0,
"El Sireno, UMP63","","Piazzini Suárez, Carlo Emilio, 2017",6.410531,-76.289592,0,0,0,0,0,0,
"El Sireno, UMP65","","Piazzini Suárez, Carlo Emilio, 2017",6.409372,-76.289189,0,0,0,0,0,0,
"El Sireno, UMP66","","Piazzini Suárez, Carlo Emilio, 2017",6.412619,-76.295953,0,0,0,0,0,0,
"El Sireno, UMP68","","Piazzini Suárez, Carlo Emilio, 2017",6.413106,-76.288903,0,0,0,0,0,0,
"El Sireno, UMP69","","Piazzini Suárez, Carlo Emilio, 2017",6.409894,-76.288183,0,0,0,0,0,0,
"El Sireno, UMP70","","Piazzini Suárez, Carlo Emilio, 2017",6.409894,-76.287036,0,0,0,0,0,0,
"El Sireno, UMP71","","Piazzini Suárez, Carlo Emilio, 2017",6.408075,-76.286967,0,0,0,0,0,0,
"El Sireno, UMP74","","Piazzini Suárez, Carlo Emilio, 2017",6.411886,-76.288869,0,0,0,0,0,0,
"El Sireno, UMP76","","Piazzini Suárez, Carlo Emilio, 2017",6.411883,-76.287458,0,0,0,0,0,0,
"El Sireno, UMP77","","Piazzini Suárez, Carlo Emilio, 2017",6.410528,-76.293281,0,0,0,0,0,0,
"El Sireno, UMP79","","Piazzini Suárez, Carlo Emilio, 2017",6.405689,-76.287242,0,0,0,0,0,0,
"El Sireno, UMP80","","Piazzini Suárez, Carlo Emilio, 2017",6.403947,-76.288628,0,0,0,0,0,0,
"El Sireno, UMP81","","Piazzini Suárez, Carlo Emilio, 2017",6.400861,-76.286806,0,0,0,0,0,0,
"El Sireno, UMP82","","Piazzini Suárez, Carlo Emilio, 2017",6.402192,-76.287556,0,0,0,0,0,0,
"El Sireno, UMP83","","Piazzini Suárez, Carlo Emilio, 2017",6.397517,-76.288656,0,0,0,0,0,0,
"El Sireno, UMP85","","Piazzini Suárez, Carlo Emilio, 2017",6.404039,-76.284197,0,0,0,0,0,0,
"El Sireno, UMP87","","Piazzini Suárez, Carlo Emilio, 2017",6.409744,-76.284778,0,0,0,0,0,0,
"El Sireno, UMP88","","Piazzini Suárez, Carlo Emilio, 2017",6.408958,-76.285103,0,0,0,0,0,0,
"El Sireno, UMP89","","Piazzini Suárez, Carlo Emilio, 2017",6.409486,-76.285872,0,0,0,0,0,0,
"El Sireno, UMP90","","Piazzini Suárez, Carlo Emilio, 2017",6.407692,-76.289933,0,0,0,0,0,0,
"El Sireno, UMP91","","Piazzini Suárez, Carlo Emilio, 2017",6.406742,-76.289589,0,0,0,0,0,0,
"El Sireno, UMP93","","Piazzini Suárez, Carlo Emilio, 2017",6.414994,-76.287742,0,0,0,0,0,0,
"El Sireno, UMP94","","Piazzini Suárez, Carlo Emilio, 2017",6.407339,-76.289925,0,0,0,0,0,0,
"El Sireno, UMP96","","Piazzini Suárez, Carlo Emilio, 2017",6.409106,-76.268564,0,0,0,0,0,0,
"El Sireno, UMP98","","Piazzini Suárez, Carlo Emilio, 2017",6.408892,-76.271258,0,0,0,0,0,0,
"El Sireno, UMP99","","Piazzini Suárez, Carlo Emilio, 2017",6.410117,-76.273108,0,0,0,0,0,0,
"El Sireno, UMP100","","Piazzini Suárez, Carlo Emilio, 2017",6.403744,-76.268661,0,0,0,0,0,0,
"El Sireno, UMP102","","Piazzini Suárez, Carlo Emilio, 2017",6.402156,-76.270019,0,0,0,0,0,0,
"El Sireno, UMP103","","Piazzini Suárez, Carlo Emilio, 2017",6.409794,-76.269567,0,0,0,0,0,0,
"El Sireno, UMP104","","Piazzini Suárez, Carlo Emilio, 2017",6.411503,-76.269544,0,0,0,0,0,0,
"El Sireno, UMP105","","Piazzini Suárez, Carlo Emilio, 2017",6.405661,-76.293181,0,0,0,0,0,0,
"El Sireno, UMP106","","Piazzini Suárez, Carlo Emilio, 2017",6.406803,-76.294661,0,0,0,0,0,0,
"El Sireno, UMP107","","Piazzini Suárez, Carlo Emilio, 2017",6.32385,-76.137067,0,0,0,0,0,0,
"El Sireno, UMP108","","Piazzini Suárez, Carlo Emilio, 2017",6.328336,-76.139806,0,0,0,0,0,0,
"El Sireno, UMP109","","Piazzini Suárez, Carlo Emilio, 2017",6.32945,-76.140689,0,0,0,0,0,0,
"El Sireno, UMP110","","Piazzini Suárez, Carlo Emilio, 2017",6.332439,-76.143378,0,0,0,0,0,0,
"El Sireno, UMP111","","Piazzini Suárez, Carlo Emilio, 2017",6.333522,-76.143267,0,0,0,0,0,0,
"El Sireno, UMP112","","Piazzini Suárez, Carlo Emilio, 2017",6.333978,-76.144097,0,0,0,0,0,0,
"El Sireno, UMP114","","Piazzini Suárez, Carlo Emilio, 2017",6.336356,-76.144942,0,0,0,0,0,0,
"El Sireno, UMP115","","Piazzini Suárez, Carlo Emilio, 2017",6.3337,-76.145453,0,0,0,0,0,0,
"El Sireno, UMP116","","Piazzini Suárez, Carlo Emilio, 2017",6.335194,-76.147683,0,0,0,0,0,0,
"El Sireno, UMP117","","Piazzini Suárez, Carlo Emilio, 2017",6.343428,-76.140494,0,0,0,0,0,0,
"El Sireno, UMP118","","Piazzini Suárez, Carlo Emilio, 2017",6.345817,-76.151422,0,0,0,0,0,0,
"El Sireno, UMP120","","Piazzini Suárez, Carlo Emilio, 2017",6.393889,-76.263611,0,0,0,0,0,0,
"El Sireno, UMP121","","Piazzini Suárez, Carlo Emilio, 2017",6.348058,-76.156083,0,0,0,0,0,0,
"El Sireno, UMP122","","Piazzini Suárez, Carlo Emilio, 2017",6.348008,-76.158992,0,0,0,0,0,0,
"El Sireno, UMP123","","Piazzini Suárez, Carlo Emilio, 2017",6.349692,-76.160283,0,0,0,0,0,0,
"El Sireno, UMP124","","Piazzini Suárez, Carlo Emilio, 2017",6.353547,-76.161711,0,0,0,0,0,0,
"El Sireno, UMP125","","Piazzini Suárez, Carlo Emilio, 2017",6.351583,-76.160875,0,0,0,0,0,0,
"El Sireno, UMP126","","Piazzini Suárez, Carlo Emilio, 2017",6.35085,-76.160786,0,0,0,0,0,0,
"El Sireno, UMP127","","Piazzini Suárez, Carlo Emilio, 2017",6.351472,-76.160053,0,0,0,0,0,0,
"El Sireno, UMP128","","Piazzini Suárez, Carlo Emilio, 2017",6.352108,-76.160847,0,0,0,0,0,0,
"El Sireno, UMP129","","Piazzini Suárez, Carlo Emilio, 2017",6.353542,-76.163247,0,0,0,0,0,0,
"El Sireno, UMP130","","Piazzini Suárez, Carlo Emilio, 2017",6.354108,-76.162706,0,0,0,0,0,0,
"El Sireno, UMP131","","Piazzini Suárez, Carlo Emilio, 2017",6.354094,-76.154428,0,0,0,0,0,0,
"El Sireno, UMP132","","Piazzini Suárez, Carlo Emilio, 2017",6.352625,-76.156753,0,0,0,0,0,0,
"El Sireno, UMP133","","Piazzini Suárez, Carlo Emilio, 2017",6.353694,-76.157619,0,0,0,0,0,0,
"El Sireno, UMP134","","Piazzini Suárez, Carlo Emilio, 2017",6.353197,-76.158069,0,0,0,0,0,0,
"El Sireno, UMP135","","Piazzini Suárez, Carlo Emilio, 2017",6.355492,-76.157181,0,0,0,0,0,0,
"El Sireno, UMP136","","Piazzini Suárez, Carlo Emilio, 2017",6.354672,-76.158772,0,0,0,0,0,0,
"El Sireno, UMP137","","Piazzini Suárez, Carlo Emilio, 2017",6.354092,-76.158567,0,0,0,0,0,0,
"El Sireno, UMP138","","Piazzini Suárez, Carlo Emilio, 2017",6.354375,-76.159172,0,0,0,0,0,0,
"El Sireno, UMP139","","Piazzini Suárez, Carlo Emilio, 2017",6.353153,-76.158847,0,0,0,0,0,0,
"El Sireno, UMP140","","Piazzini Suárez, Carlo Emilio, 2017",6.357222,-76.158389,0,0,0,0,0,0,
"El Sireno, UMP141","","Piazzini Suárez, Carlo Emilio, 2017",6.356939,-76.158,0,0,0,0,0,0,
"El Sireno, UMP142","","Piazzini Suárez, Carlo Emilio, 2017",6.356678,-76.159094,0,0,0,0,0,0,
"El Sireno, UMP143","","Piazzini Suárez, Carlo Emilio, 2017",6.355839,-76.159828,0,0,0,0,0,0,
"El Sireno, UMP144","","Piazzini Suárez, Carlo Emilio, 2017",6.355839,-76.159314,0,0,0,0,0,0,
"El Sireno, UMP145","","Piazzini Suárez, Carlo Emilio, 2017",6.356581,-76.160089,0,0,0,0,0,0,
"El Sireno, UMP146","","Piazzini Suárez, Carlo Emilio, 2017",6.356992,-76.161761,0,0,0,0,0,0,
"El Sireno, UMP147","","Piazzini Suárez, Carlo Emilio, 2017",6.357553,-76.161786,0,0,0,0,0,0,
"El Sireno, UMP148","","Piazzini Suárez, Carlo Emilio, 2017",6.357464,-76.162539,0,0,0,0,0,0,
"El Sireno, UMP149","","Piazzini Suárez, Carlo Emilio, 2017",6.35795,-76.1624,0,0,0,0,0,0,
"El Sireno, UMP150","","Piazzini Suárez, Carlo Emilio, 2017",6.356542,-76.162403,0,0,0,0,0,0,
"El Sireno, UMP151","","Piazzini Suárez, Carlo Emilio, 2017",6.357211,-76.163794,0,0,0,0,0,0,
"El Sireno, UMP152","","Piazzini Suárez, Carlo Emilio, 2017",6.358136,-76.165292,0,0,0,0,0,0,
"El Sireno, UMP153","","Piazzini Suárez, Carlo Emilio, 2017",6.358889,-76.166667,0,0,0,0,0,0,
"El Sireno, UMP154","","Piazzini Suárez, Carlo Emilio, 2017",6.357986,-76.166667,0,0,0,0,0,0,
"El Sireno, UMP155","","Piazzini Suárez, Carlo Emilio, 2017",6.358186,-76.167397,0,0,0,0,0,0,
"El Sireno, UMP156","","Piazzini Suárez, Carlo Emilio, 2017",6.359544,-76.163953,0,0,0,0,0,0,
"El Sireno, UMP157","","Piazzini Suárez, Carlo Emilio, 2017",6.358675,-76.167967,0,0,0,0,0,0,
"El Sireno, UMP158","","Piazzini Suárez, Carlo Emilio, 2017",6.359942,-76.168344,0,0,0,0,0,0,
"El Sireno, UMP159","","Piazzini Suárez, Carlo Emilio, 2017",6.361031,-76.170222,0,0,0,0,0,0,
"El Sireno, UMP160","","Piazzini Suárez, Carlo Emilio, 2017",6.361256,-76.170528,0,0,0,0,0,0,
"El Sireno, UMP161","","Piazzini Suárez, Carlo Emilio, 2017",6.362017,-76.170175,0,0,0,0,0,0,
"El Sireno, UMP162","","Piazzini Suárez, Carlo Emilio, 2017",6.362842,-76.171511,0,0,0,0,0,0,
"El Sireno, UMP163","","Piazzini Suárez, Carlo Emilio, 2017",6.350289,-76.154994,0,0,0,0,0,0,
"El Sireno, UMP164","","Piazzini Suárez, Carlo Emilio, 2017",6.364167,-76.172222,0,0,0,0,0,0,
"El Sireno, UMP165","","Piazzini Suárez, Carlo Emilio, 2017",6.364506,-76.171633,0,0,0,0,0,0,
"El Sireno, UMP166","","Piazzini Suárez, Carlo Emilio, 2017",6.365019,-76.170839,0,0,0,0,0,0,
"El Sireno, UMP167","","Piazzini Suárez, Carlo Emilio, 2017",6.367036,-76.170925,0,0,0,0,0,0,
"El Sireno, UMP168","","Piazzini Suárez, Carlo Emilio, 2017",6.365347,-76.171958,0,0,0,0,0,0,
